species,speciesID,common_name,taxonomic_group,doc_type,sara_status,date_of_listing,doc_citation,url,year_published,CC_threat_CA,seabird,seabird_notes,migratory,subspecies,population,sdm,range_data,rationale_excluded,range_data_source,range_data_citation,spatial_data_used,spatial_data_type,spatial_data_date_accessed,spatial_data_verified,spatial_data_verified_notes,range_size_Canada,range_size_America,exclude_Hardouin_Hargreaves,cc_threat_ca_adj,sara_status_adj,year_of_listing,min_year_of_listing,cc_sdm,sdm_no_cc,sdm_ca,cc_sdm_ca,sdm_no_cc_ca,n_sdm,n_cc_sdm,n_sdm_ca,n_cc_sdm_ca,rsf_sdm,n_rsf_sdm,rowID,X2_primary_review_date,X2_secondary_review_date,X2_cc_sdm,X2_cc_sdm_ref_type,X2_cc_sdm_reference,X2_cc_sdm_section,X2_cc_sdm_cc_threat,X2_cc_sdm_oth_threat,X2_other_sdm,X2_other_sdm_reference,X2_other_sdm_section,X2_other_sdm_cc_threat,X2_other_sdm_oth_threat,X2_other_cc_model,start_date,n_sdm_ca_avl,n_cc_sdm_ca_avl
Agalinis skinneriana,236,skinner's agalinis,Vascular Plants,Recovery Strategies,Endangered,NA,"Environment Canada. 2012. Recovery Strategy for the Skinnerâ€™s Agalinis (Agalinis skinneriana) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. v + 16 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=skinner%27s%20agalinis,2012,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,63.25314287,488219.7098,N,0,Endangered,NA,2003,0,0,0,0,0,0,0,0,0,0,0,1639,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2011,0,0
Aletris farinosa,360,colicroot,Vascular Plants,Recovery Strategies,Threatened,NA,"Environment Canada. 2015. Recovery Strategy for the Colicroot (Aletris farinosa) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. vi + 30 p.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=colicroot,2015,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,21826.69024,2114677.366,N,0,Threatened,NA,2003,0,1,1,0,1,1,0,1,0,1,1,1723,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2014,0,0
Aletris farinosa,360,colicroot,Vascular Plants,COSEWIC Status Reports,Threatened,6/5/2003,COSEWIC. 2015. COSEWIC assessment and status report on the Colicroot Aletris farinosa in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 39 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=colicroot,2015,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,21826.69024,2114677.366,N,0,Threatened,2003,2003,0,1,1,0,1,1,0,1,0,1,1,732,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2014,0,0
Allogona profunda,1024,broad-banded forestsnail,Molluscs,COSEWIC Status Reports,Endangered,2/25/2019,COSEWIC. 2014. COSEWIC assessment and status report on the Broad-banded Forestsnail Allogona profunda in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 53 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=broad%20-%20banded%20forestsnail,2014,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,17234.95005,1285887.793,N,1,Endangered,2019,2019,0,0,0,0,0,0,0,0,0,0,0,44,6/21/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2013,0,0
Allogona townsendiana,80,oregon forestsnail,Molluscs,COSEWIC Status Reports,Endangered,1/12/2005,COSEWIC. 2013. COSEWIC assessment and status report on the Oregon Forestsnail Allogona townsendiana in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 87 pp,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=oregon%20forestsnail,2013,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,3648.829194,109837.0583,N,1,Endangered,2005,2005,0,0,0,0,0,0,0,0,0,0,0,824,6/12/2024,6/20/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Allogona townsendiana,80,oregon forestsnail,Molluscs,Recovery Strategies,Endangered,NA,"Environment Canada. 2016. Recovery Strategy for the Oregon Forestsnail (Allogona townsendiana) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. 23 pp. + Annex.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=oregon%20forestsnail,2017,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,3648.829194,109837.0583,N,1,Endangered,NA,2005,0,0,0,0,0,0,0,0,0,0,0,1815,4/24/2024,6/12/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2016,0,0
Ambystoma jeffersonianum,412,jefferson salamander,Amphibians,Recovery Strategies,Endangered,NA,"Environment Canada. 2016. Recovery Strategy for the Jefferson Salamander (Ambystoma jeffersonianum) in Canada. Species at Risk Act (SARA) Recovery Strategy Series. Environment Canada, Ottawa. 26 pp. + Annexes.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=jefferson%20salamander,2016,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,14452.11068,474189.4135,N,0,Endangered,NA,2003,1,1,1,1,1,8,4,6,3,1,8,1736,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2015,1,0
Ambystoma jeffersonianum,412,jefferson salamander,Amphibians,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2010. COSEWIC assessment and status report on the Jefferson Salamander Ambystoma jeffersonianum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 38 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=jefferson%20salamander,2010,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,14452.11068,474189.4135,N,0,Endangered,2003,2003,1,1,1,1,1,8,4,6,3,1,8,745,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,0,0
Ambystoma mavortium,67,western tiger salamander southern mountain population,Amphibians,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Recovery Strategy for the Tiger Salamander (Ambystoma tigrinum) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 19 pp. + 39 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20tiger%20salamander%20southern%20mountain%20population,2017,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,562016.8445,3554254.012,N,1,Endangered,NA,2003,0,1,1,0,1,1,0,1,0,1,1,1806,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2016,1,0
Ambystoma mavortium,67,western tiger salamander southern mountain population,Amphibians,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2012. COSEWIC assessment and status report on the Western Tiger Salamander Ambystoma mavortium in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xv + 63 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20tiger%20salamander%20southern%20mountain%20population,2012,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,562016.8445,3554254.012,N,1,Endangered,2003,2003,0,1,1,0,1,1,0,1,0,1,1,815,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2011,0,0
Ambystoma mavortium,91,western tiger salamander prairie/boreal population,Amphibians,COSEWIC Status Reports,Special Concern,2/2/2018,COSEWIC. 2012. COSEWIC assessment and status report on the Western Tiger Salamander Ambystoma mavortium in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xv + 63 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20tiger%20salamander%20prairie%20%2F%20boreal%20population,2012,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,562016.8445,3554254.012,N,1,Endangered,2018,2003,0,1,1,0,1,1,0,1,0,1,1,1011,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2011,0,0
Ambystoma texanum,310,small-mouthed salamander,Amphibians,COSEWIC Status Reports,Endangered,7/14/2005,COSEWIC. 2013. COSEWIC status appraisal summary on the Salamander Ambystoma texanum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ## pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=small%20-%20mouthed%20salamander,2014,0,0,NA,0,0,0,1,1,NA,IUCN,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe. 2021. Ambystoma texanum. The IUCN Red List of Threatened Species. Version 2023-1. Downloaded on 02 April 2024.",1,polygon,March 26 2024,1,NA,56.62460817,1388127.973,U,1,Endangered,2005,2005,1,1,1,1,1,5,4,5,4,1,5,826,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2013,4,3
Ambystoma texanum,310,small-mouthed salamander,Amphibians,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2020. Recovery Strategy for the Small-mouthed Salamander (Ambystoma texanum) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 26 pp. + vi + 18 pp. + 20 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=small%20-%20mouthed%20salamander,2020,1,0,NA,0,0,0,1,1,NA,IUCN,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe. 2021. Ambystoma texanum. The IUCN Red List of Threatened Species. Version 2023-1. Downloaded on 02 April 2024.",1,polygon,March 26 2024,1,NA,56.62460817,1388127.973,U,1,Endangered,NA,2005,1,1,1,1,1,5,4,5,4,1,5,302,5/13/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2019,5,4
Ambystoma tigrinum,47,eastern tiger salamander prairie population,Amphibians,COSEWIC Status Reports,Endangered,2/2/2018,COSEWIC. 2013. COSEWIC assessment and status report on the Eastern Tiger Salamander Ambystoma tigrinum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiii + 53 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=eastern%20tiger%20salamander%20prairie%20population,2013,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,8559.998919,1727327.76,N,1,Endangered,2018,2018,1,1,1,1,1,9,7,7,5,1,9,846,5/13/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,4,2
Ammannia robusta,513,scarlet ammannia,Vascular Plants,Recovery Strategies,Threatened,NA,"Environment Canada. 2015. Recovery Strategy for the Scarlet Ammannia (Ammannia robusta) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. 22 pp. + Annex.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=scarlet%20ammannia,2015,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,21653.4718,4111257.79,N,0,Threatened,2003,2003,0,0,0,0,0,0,0,0,0,0,0,1729,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2014,0,0
Ammodramus bairdii,387,baird's sparrow,Birds,COSEWIC Status Reports,Special Concern,2/3/2017,COSEWIC. 2012. COSEWIC assessment and status report on the Baird’s Sparrow Ammodramus bairdii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 32 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=baird%27s%20sparrow,2012,1,0,NA,1,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World (2019) 2018. Passerculus bairdii. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,389747.3941,830091.375,NA,1,Special Concern,2017,2017,1,0,1,1,0,3,3,3,3,1,3,1007,6/12/2024,NA,1,GL,"Price, J.T. 1995. Potential impacts of Global Climate Change on the summer distribution of some North American grassland birds. Ph.D. dissertation, Wayne State University, Detroit, MI.",THR,1,0,0,NA,NA,NA,NA,3,2011,1,1
Ammodramus henslowii,362,henslow's sparrow,Birds,Recovery Strategies,Endangered,NA,"Environment Canada. 2010. Amended Recovery Strategy for the Henslow’s Sparrow (Ammodramus henslowii) in Canada. Species at Risk Act Recovery Strategy Series. Environment Canada, Ottawa. vi + 23 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=henslow%27s%20sparrow,2010,0,0,NA,1,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World 2021. Passerculus henslowii. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,11853.64998,1306459.72,NA,1,Endangered,NA,2003,1,0,1,1,0,3,3,3,3,1,3,1608,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,1,1
Ammodramus henslowii,362,henslow's sparrow,Birds,COSEWIC Status Reports,Endangered,6/5/2003,COSEWIC. 2011. COSEWIC assessment and status report on the Henslow's Sparrow Ammodramus henslowii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 37 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=henslow%27s%20sparrow,2011,1,0,NA,1,0,0,1,1,NA,IUCN,BirdLife International and Handbook of the Birds of the World 2021. Passerculus henslowii. The IUCN Red List of Threatened Species. Version 2023-1,1,polygon,April 30 2024,1,NA,11853.64998,1306459.72,NA,1,Endangered,2003,2003,1,0,1,1,0,3,3,3,3,1,3,616,6/14/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2010,1,1
Ammodramus savannarum pratensis,109,"grasshopper sparrow, pratensis subspecies",Birds,COSEWIC Status Reports,Special Concern,11/2/2017,COSEWIC. 2013. COSEWIC assessment and status report on the Grasshopper Sparrow pratensissubspecies Ammodramus savannarum pratensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. ix + 36 pp.,"https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=grasshopper%20sparrow,%20pratensis%20subspecies",2013,1,0,NA,NA,1,0,0,0,"no spatial data at the subspecies level, no estimate of range size at the subspecies level",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Special Concern,2017,2017,0,0,0,0,0,0,0,0,0,0,0,1024,5/13/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,0,0
Anarta edwardsii,478,edwards' beach moth,Arthropods,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2017. Recovery Strategy for the Edwards' Beach Moth (Anarta edwardsii) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 2 parts, 17 p. + 23 p.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=edwards%27%20beach%20moth,2017,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,9966.730444,698651.7362,N,1,Endangered,NA,2011,0,0,0,0,0,0,0,0,0,0,0,1809,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2016,0,0
Anarta edwardsii,478,edwards' beach moth,Arthropods,COSEWIC Status Reports,Endangered,2/4/2011,COSEWIC. 2009. COSEWIC assessment and status report on the Edwards’ Beach Moth Anarta edwardsii in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 26 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=edwards%27%20beach%20moth,2009,1,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,9966.730444,698651.7362,N,1,Endangered,2011,2011,0,0,0,0,0,0,0,0,0,0,0,818,6/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2008,0,0
Anaxyrus boreas,88,western toad calling population,Amphibians,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2020. Management Plan for the Western Toad (Anaxyrus boreas), Calling and Non-calling populations, in Canada . Species at Risk Act Management Plan Series. Environment and Climate Change Canada, Ottawa. v + 39 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20toad%20calling%20population,2020,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,1177155.381,3104758.369,N,1,Special Concern,2005,2005,1,1,1,1,1,5,2,5,2,1,5,359,6/14/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2019,4,1
Anaxyrus boreas,1502,western toad non-calling population,Amphibians,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2020. Management Plan for the Western Toad (Anaxyrus boreas), Calling and Non-calling populations, in Canada . Species at Risk Act Management Plan Series. Environment and Climate Change Canada, Ottawa. v + 39 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20toad%20non%20-%20calling%20population,2020,1,0,NA,0,0,1,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,1177155.381,3104758.369,N,1,Special Concern,2005,2005,1,1,1,1,1,5,2,5,2,1,5,360,6/14/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,2019,4,1
Anaxyrus cognatus,198,great plains toad,Amphibians,COSEWIC Status Reports,Special Concern,1/12/2005,COSEWIC. 2010. COSEWIC assessment and status report on the Great Plains Toad Anaxyrus cognatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vi + 54 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=great%20plains%20toad,2010,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,18840.1213,2800414.65,N,1,Special Concern,2005,2005,1,1,1,1,1,8,5,7,5,1,8,951,6/14/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,1,1
Anaxyrus cognatus,198,great plains toad,Amphibians,Management Plans,Special Concern,NA,"Environment Canada. 2013. Management Plan for the Great Plains Toad (Anaxyrus cognatus) in Canada. Species at Risk Act Management Plan Series. Environment Canada, Ottawa. iii+ 16 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=great%20plains%20toad,2013,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,18840.1213,2800414.65,N,1,Special Concern,NA,2005,1,1,1,1,1,8,5,7,5,1,8,2075,6/14/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2012,3,2
Anaxyrus fowleri,349,fowler's toad,Amphibians,COSEWIC Status Reports,Endangered,6/5/2003,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=fowler%27s%20toad,2010,0,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,4447.137957,1898980.767,N,1,Endangered,2003,2003,1,1,1,1,1,4,3,4,3,1,4,673,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2009,1,1
Anaxyrus fowleri,349,fowler's toad,Amphibians,Recovery Strategies,Endangered,NA,"Environment and Climate Change Canada. 2019. Recovery Strategy for the Fowler's Toad (Anaxyrus fowleri) in Canada. Species at Risk Act Recovery Strategy Series. Environment and Climate Change Canada, Ottawa. 3 parts, 26 pp. + vi + 21 pp. + 4 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=fowler%27s%20toad,2019,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,4447.137957,1898980.767,N,1,Endangered,NA,2003,1,1,1,1,1,4,3,4,3,1,4,113,5/10/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2018,4,3
Aneides vagrans,41,wandering salamander,Amphibians,Management Plans,Special Concern,NA,"Environment and Climate Change Canada. 2021. Management plan for the Wandering Salamander (Aneides vagrans) in Canada [Proposed]. Species at Risk Act management plan Series. Environment and Climate Change Canada, Ottawa. 2 parts, 4 pp. + 49 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=wandering%20salamander,2021,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,32180.77119,50931.9399,N,1,Special Concern,NA,2018,1,1,1,1,1,5,3,5,3,1,5,350,6/21/2024,7/8/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2020,5,1
Aneides vagrans,41,wandering salamander,Amphibians,COSEWIC Status Reports,Special Concern,2/2/2018,COSEWIC. 2014. COSEWIC assessment and status report on the Wandering Salamander Aneides vagrans in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 44 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=wandering%20salamander,2014,1,0,NA,0,0,0,1,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,32180.77119,50931.9399,N,1,Special Concern,2018,2018,1,1,1,1,1,5,3,5,3,1,5,1006,6/21/2024,7/8/2024,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,2013,1,0
Antennaria flagellaris,283,stoloniferous pussytoes,Vascular Plants,COSEWIC Status Reports,Endangered,7/14/2005,COSEWIC 2004. COSEWIC assessment and status report on the stoloniferous pussytoes Antennaris flagellaris in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii+ 18 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=stoloniferous%20pussytoes,2004,0,0,NA,0,0,0,0,1,NA,Hardouin & Hargreaves,"Hardouin, M. E., & Hargreaves, A. L. (2023). Mapping nationally and globally at-risk species to identify hotspots for (and gaps in) conservation. Proceedings of the Royal Society B: Biological Sciences, 290(1995).",0,range size,NA,NA,NA,4776.0406,725945.9384,N,1,Endangered,2005,2005,0,0,0,0,0,0,0,0,0,0,0,682,7/15/2024,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2003,0,0
